FID,BID,Latitude,Longitude,BarTyp,IsBarrier,Drop,FRRU,fdy150,fdy300,fdy2000,FACT_AADT,BFW_ft,SalmoMFHU,ShadMFHU,AlBkMFHU,BktMFHU,SalmoP,ShadP,BktP,AleP,BbkP,Cpcty_kW,StrcRD200,StrcRD1000,RsvrVolEst,AlRm5d_skm,fdr150cfs,fdr300cfs,fdr2000cfs,Hazard,ExpPow,ExpCost,RsvrRm_skm,CulvCond,Private,RepDiam_ft,DnCost,area_skm,Qtot_m3,MDIS_m3s_e,NCAP_m3_e,MaxRecurCu,MaxRecurDa,OBJECTID,SiteID,PRIORITY,N_PRIOR,N_CULVCOND,CulvRisk,N_PFLculv,HazEst,DamRisk,OT_RISK,RhP,FLRU,AlRm_5d_sm,Al5Dam,RhHabA,BkTHabA,SalmoHabA,ShadHabA,SLamHabA,EelHabA,wshdIssue,RH_P,ASAL_P,ASHA_P,BKT_P,AE_P,SL_P,Mean_P,overlap,HUC8,HUC12,TOWN,GEOCODE,Lngth_ft,MaxRecurCu_rcp45,CulvRisk_rcp45
53,4118,44.85129511,-68.1493516,1,1,0,0,0,0,0,0,24.53954624,0,0,0,11296.18612,0,0,0,0,0,0,0,0,6277356,0,0.017525784,0.008762892,0.001314434,1,96,364800,1.692342781,999,0,29.44745549,627620.5906,18.32401765,999,0,0,999,0,0,NaN,999,0,999,999,10,1,40,40,0,1.523108503,0,0,0,26964.43218,0,0,0,26964.43218,0,0,0,0,0,0,0,0,0,1050002,10500021206,T28 MD BPP,9809,0,999,999
54,4119,44.84483513,-68.17715177,1,1,0,0,0,0,0,0,32.1206987,0,0,0,13079.15465,0,0,0,0,0,0,6,6,2118664.8,0,0.005915112,0.002957556,0.000443633,1,104,395200,1.202206813,999,0,38.54483844,502261.5114,34.27078768,999,0,0,999,0,0,NaN,999,0,999,999,10,1,40,40,0,1.081986132,0,0,0,28747.4007,0,0,0,67771.07277,0,0,0,0,0,0,0,0,0,1050002,10500021207,T28 MD BPP,9809,0,999,999
55,4120,44.81826404,-68.2379308,1,1,0,0,0,0,0,0,15.99583141,0,0,0,11903.73598,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,57000,0,999,0,19.19499769,311478.9773,6.773120745,999,25.95516105,4765311.277,999,100,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,17873.47744,0,0,0,17873.47744,0,0,0,0,0,0,0,0,0,1050002,10500021208,Osborn,9230,0,999,999
56,4121,44.78891316,-68.00499341,1,1,0,0,0,0,0,0,0.794992397,0,0,0,0,0.460281968,0.083555996,0.083555996,0.083555996,0.083555996,0,0,0,0,0,0,0,0,1,162,615600,0,999,0,0.953990877,655602.7857,0.006295916,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0.083555996,0,0,0,0,0,0,0,0,0,0,0.260154487,0.610596753,0.260154487,0.260154487,0.260154487,0.260154487,0,0,1050002,10500021005,Beddington,29060,0,999,999
57,4122,44.83526346,-67.96316603,1,1,0,0,0,0,0,0,0.624970103,0,0,0,0,0.460281968,0.083555996,0.083555996,0.083555996,0.083555996,0,2,13,0,0,0,0,0,1,152,577600,0,999,0,0.749964124,565682.861,0.003597717,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0.083555996,0,0,0,0,0,0,0,0,0,0,0.260154487,0.610596753,0.260154487,0.260154487,0.260154487,0.260154487,0,0,1050002,10500020901,Beddington,29060,0,999,999
58,4124,44.75599644,-67.36025434,1,1,0,0,0,0,0,0,1.528390992,0,0,8887558.721,148946.4696,0.460281968,0.083555996,0.083555996,0.083555996,0.083555996,0,5,39,12875123,0.927659157,0,0,0,1,5,19000,3.61346,999,0,1.834069191,644193.9589,0.02878891,999,0,0,999,0,0,NaN,999,0,999,999,10,1,40,40,0.083555996,3.252114,927659.1569,8.881052171,9095134.983,408624.7162,258126.7517,0,409032.3947,409032.3947,1,0.260154487,0.610596753,0.260154487,0.260154487,0.260154487,0.260154487,0,0,1050002,10500020204,East Machias,29200,0,999,999
59,4130,43.83803679,-70.42322822,1,1,0,0,0,0,0,0,48.34367005,41017.34419,0,0,103704.224,0,0,0,0,0,0,59,636,0,0,0,0,0,3,27,102600,0.068,999,0,58.01240405,776880.7844,88.68329866,999,0,0,999,0,0,NaN,999,0,999,999,10,3,0,0,0,0.017,0,0,0,279560.9673,92806.51278,0,284223.9795,283939.4305,0,0,0,0,0,0,0,0,0,1060001,10600010301,Windham,5250,0,999,999
60,4147,43.84130712,-70.42490743,1,1,0,0,0,0,0,0,48.1807301,41017.34419,0,0,103704.224,0,0,0,0,0,0,847,1646,13201497.6,0,0.036857333,0.018428666,0.0027643,2,481,1827800,4.524343588,999,0,57.81687611,855221.1192,87.98972843,999,0,0,999,0,0,NaN,999,0,999,999,10,2,70,70,0,1.131085897,0,0,0,274313.4089,92806.51278,0,278976.4211,278691.8721,0,0,0,0,0,0,0,0,0,1060001,10600010301,Windham,5250,0,999,999
61,4148,43.81742122,-70.44987232,1,1,0,1156204.862,0.667740047,0.321428571,0,0,143.6924029,1470494.49,0,12277141.79,2309928.837,0,0,0,0,0,0,212,851,3753104,1.720179952,0.010478311,0.005239156,0.000785873,2,2,7600,1.834096077,999,0,172.4308835,632299.3683,1117.019837,999,0,0,999,0,0,NaN,999,0,999,999,10,2,70,70,0,1.650686469,1720179.952,12.27714179,12277141.79,4895688.668,2832079.496,0,5059596.917,4837803.922,0,0,0,0,0,0,0,0,0,1060001,10600010304,Standish,5230,0,999,999
62,4150,43.8303764,-70.45489441,1,1,0,1083493.695,0.612363388,0.25,0,0,143.4025103,1444139.365,0,12277141.79,2279720.206,0,0,0,0,0,0,2952,5882,400372275.2,1.4447153,1.117801526,0.558900763,0.083835114,3,11706,44482800,24.93682604,999,0,172.0830123,2254421.785,1111.786065,999,0,0,999,0,0,NaN,999,0,999,999,10,3,100,100,0,24.93682604,1444715.3,12.27714179,12277141.79,4807019.563,2758021.788,0,4970927.812,4749134.818,0,0,0,0,0,0,0,0,0,1060001,10600010304,Standish,5230,0,999,999
63,4154,45.65894523,-67.86876336,1,1,0,314823.3831,0.591188525,0.219262295,0,0,97.91400319,0,0,21242855.91,662330.5337,0,0,0,0,0,0,33,129,8684260,6.139544183,0.024245633,0.012122816,0.001818422,2,1850,7030000,6.159646914,999,0,117.4968038,589820,457.7671309,999,0,0,999,0,0,NaN,999,0,999,999,10,2,70,70,0,5.543682223,6139544.183,21.12255988,21781769.64,996773.6111,0,0,0,1039281.96,0,0,0,0,0,0,0,0,23817825.21,1020003,10200030402,Danforth,29170,0,999,999
64,4157,43.85699381,-70.64029117,1,1,0,0,0,0,0,0,40.32876093,48622.0733,0,0,104712.6424,0,0,0,0,0,0,11,152,0,0,0,0,0,1,381,1447800,0,999,0,48.39451311,857837.9724,58.17830339,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,141831.3081,106748.3549,0,185893.2965,162429.9463,0,0,0,0,0,0,0,0,0,1060001,10600010109,Sebago,5210,0,999,999
65,4158,43.76833373,-69.86382187,1,1,0,0,0,0,0,0,0.743994666,0,0,0,0,0,0,0,0,0,0,5,84,0,0,0,0,0,1,24,91200,0.095,999,0,0.8927936,571162.9132,0.005396325,999,25.7195831,4765311.277,999,100,0,NaN,999,0,999,999,10,1,0,0,0,0.06175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010605,Phippsburg,23060,0,999,999
66,4159,43.77854898,-69.94276509,1,1,0,0,0,0,0,0,5.698619449,0,0,0,0,0,0,0,0,0,0,10,156,0,0,0,0,0,1,2,7600,0.165,999,0,6.838343338,274109.2033,0.614294763,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0.10725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010602,Harpswell,5110,0,999,999
67,4160,43.84398426,-69.86922937,1,1,0,0,0,0,0,0,4.848072422,0,0,0,0,0,0,0,0,0,0,2,30,141,0,0,0,0,3,0,0,0.00067,999,0,5.817686906,51328.16585,0.42181275,999,0,0,999,0,0,NaN,999,0,999,999,10,3,100,100,0,0.0004355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010601,West Bath,23090,0,999,999
68,4161,43.82731082,-70.4256917,1,1,0,0,0,0,0,0,48.57341993,42816.98084,0,0,103704.224,0,0,0,0,0,0,134,985,0,0,0,0,0,0,28,106400,0.174,999,0,58.28810391,780662.1194,89.66652971,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0.1566,0,0,0,279560.9673,95508.66992,0,299128.4051,298843.8562,0,0,0,0,0,0,0,0,0,1060001,10600010301,Windham,5250,0,999,999
69,4162,43.87250357,-69.98081514,1,1,0,0,0,0,0,0,0.344326918,0,0,0,0,0,0,0,0,0,0,1,113,0,0,0,0,0,0,0,0,0,999,0,0.413192301,92860.5473,0.000899417,999,35.45330587,4861545.392,999,100,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010602,Brunswick,5030,0,999,999
70,4163,43.81847573,-70.30459043,1,1,0,0,0,0,0,0,23.16559505,4117.398268,0,13885.05802,24585.61099,0,0,0,0,0,0,5,250,0,0,0,0,0,3,2,7600,0.027,999,0,27.79871406,331764.86,16.02608791,999,0,0,999,0,0,NaN,999,0,999,999,10,3,0,0,0,0.0243,0,0,18043.01594,33872.91654,25224.60072,0,33872.91654,33872.91654,0,0,0,0,0,0,0,0,0,1060001,10600010305,Cumberland,5060,0,999,999
71,4164,43.88001023,-70.6567405,1,1,0,0,0,0,0,0,39.32873424,16827.37883,0,0,72917.94792,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,57000,0,999,0,47.19448108,634908.5105,54.87831866,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,105413.2454,73123.23802,0,149475.2338,126011.8837,0,0,0,0,0,0,0,0,0,1060001,10600010109,Sebago,5210,0,999,999
72,4166,43.913048,-70.68393266,1,1,0,0,0,0,0,0,29.1045535,9627.519048,0,0,35201.90178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22800,0,999,0,34.9254642,476526.4631,27.24791587,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,52902.4198,22929.83953,0,54847.27925,54847.27925,0,0,0,0,0,0,0,0,0,1060001,10600010109,Sebago,5210,0,999,999
73,4170,43.90146197,-70.46488903,1,1,0,0,0,0,0,0,33.71943812,4825.302494,0,0,40056.32034,0,0,0,0,0,0,197,487,7720076,0,0.021553722,0.010776861,0.001616529,2,180,684000,1.583608882,999,0,40.46332574,645785.0569,38.3692252,999,33.24047865,4766500.872,999,100,0,NaN,999,0,999,999,10,2,7,7,0,1.425247994,0,0,0,85689.39903,26333.27894,0,85689.39903,85689.39903,0,0,0,0,0,0,0,0,0,1060001,10600010107,Raymond,5190,0,999,999
74,4171,43.90869365,-70.51351069,1,1,0,0,0,0,0,0,22.01247091,3024.336686,0,0,14719.12644,0,0,0,0,0,0,12,166,0,0,0,0,0,0,2,7600,0.011,999,0,26.41496509,318052.0481,14.23175738,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0.0099,0,0,0,22644.52599,15312.36152,0,24600.65894,24600.65894,0,0,0,0,0,0,0,0,0,1060001,10600010110,Casco,5050,0,999,999
75,4172,43.93212521,-70.5772556,1,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,12,93,0,0,0,0,0,1,19,72200,0,999,0,0.413307401,647733.4975,0,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010110,Naples,5130,0,999,999
76,4173,43.9304184,-70.69069347,1,1,0,0,0,0,0,0,22.80681605,439.2037526,0,0,9082.499007,0,0,0,0,0,0,69,92,2434336,0,0.006796436,0.003398218,0.000509733,1,50,190000,0.405204324,999,0,27.36817926,411156.9805,15.45478145,999,0,0,999,0,0,NaN,999,0,999,999,10,1,40,40,0,0.364683891,0,0,0,24625.68532,2196.018763,0,24625.68532,24625.68532,0,0,0,0,0,0,0,0,0,1060001,10600010109,Sebago,5210,0,999,999
77,4176,43.95270047,-70.61716735,1,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,101,488,0,0,0,0,0,0,0,0,1.272,999,0,0.413307401,148605.922,0,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,1.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010110,Naples,5130,0,999,999
78,4178,45.6326293,-68.60699086,1,1,0,4942891.041,0.876186368,0.617396462,0.242504314,0,284.3824724,5359345.919,81217.90398,8757989.406,10770518.68,0,0,0,0,0,20866,25,506,40906139.41,6.930163105,0.114206072,0.057103036,0.008565455,2,7303,20549184,10.386,999,0,341.2589668,3605120,5464.163915,999,0,0,999,0,0,NaN,999,0,999,999,10,2,70,70,0,9.3474,6930163.105,8.685797477,9826197.748,22377580.78,9306988.873,936544.1537,16064604.83,6566324.716,0,0,0,0,0,0,0,0,65078241.1,1020001,10200011007,East Millinocket,19170,0,999,999
79,4179,45.74234707,-68.73347543,1,1,0,0,0,0,0,0,83.47653785,0,0,8685797.477,734199.0606,0,0,0,0,0,0,119,153,50058523.2,0.912910988,0.139758662,0.069879331,0.0104819,2,1429,5430200,7.015763078,999,0,100.1718454,697960,315.8838677,999,25.7195831,4765311.277,999,1,0,NaN,999,0,999,999,10,2,69.37,69.37,0,6.31418677,912910.9879,8.685797477,8685797.477,1114245.243,0,0,0,554351.5192,0,0,0,0,0,0,0,0,10354394.24,1020001,10200011004,T1 R8 WELS,19816,0,999,999
80,4180,45.63856608,-68.72847936,1,1,0,4617995.859,0.950892857,0.761343677,0.293398712,0,271.2037929,5107533.261,0,0,9980569.315,0,0,0,0,0,36016,9,422,12173350.84,0,0.033986844,0.016993422,0.002549013,1,12606,13840740,5.219,999,0,325.4445514,2428200,4893.282713,999,91.80182263,4765311.277,999,1,0,NaN,999,0,999,999,10,1,39.64,39.64,0,4.6971,0,0,0,21150439.14,8629234.104,0,14952861.28,4580397.319,0,0,0,0,0,0,0,0,49312931.85,1020001,10200010907,Millinocket,19440,0,999,999
81,4181,45.63470712,-68.78039159,1,1,0,4617995.859,0.950892857,0.761343677,0.293398712,0,270.4535193,5102268.712,0,0,9980569.315,0,0,0,0,0,6972,589,632,265466068,0,0.741156154,0.370578077,0.055586712,2,4028,16112000,40.09660345,999,0,324.5442232,2393620,4861.858898,999,0,0,999,0,0,NaN,999,0,999,999,10,2,70,70,0,36.08694311,0,0,0,20920303.71,8602911.356,0,14562972.67,4190508.704,0,0,0,0,0,0,0,0,48276696.44,1020001,10200010907,T3 Indian Purchase Twp,19806,0,999,999
82,4182,45.82089341,-69.16541803,1,1,0,0,0,0,0,0,28.76126736,0,0,0,4920.283157,0,0,0,0,0,0,0,0,6056985.6,0,0.016910531,0.008455265,0.00126829,2,73,277400,0.941429786,999,0,34.51352083,683580,26.50633916,999,0,0,999,0,0,NaN,999,0,999,999,10,2,70,70,0,0.941429786,0,0,0,37617.35904,0,0,0,0,0,0,0,0,0,0,0,0,37617.35904,1020001,10200010701,Rainbow Twp,21822,0,999,999
83,4183,45.77511484,-69.04595526,1,1,0,0,0,0,0,0,31.40220873,0,0,0,19060.14736,0,0,0,0,0,0,0,0,8645347.2,0,0.024136992,0.012068496,0.001810274,1,205,779000,1.548408719,999,0,37.68265048,887820,32.51439993,999,26.88110899,4773494.512,999,100,0,NaN,999,0,999,999,10,1,4,4,0,1.548408719,0,0,0,62480.74108,0,0,0,0,0,0,0,0,0,0,0,0,62480.74108,1020001,10200010903,T2 R10 WELS,21838,0,999,999
84,4184,45.67110583,-69.44669385,1,1,0,0,0,0,0,0,66.2091383,0,0,0,163322.6723,0,0,0,0,0,0,74,86,20092416,0,0.056096125,0.028048063,0.004207209,1,1001,3803800,3.54033909,999,0,79.45096597,1003636.42,184.274752,999,0,0,999,0,0,NaN,999,0,999,999,10,1,40,40,0,3.186305181,0,0,0,235316.0954,0,0,0,0,0,0,0,0,0,0,0,0,0,1030001,10300010507,Frenchtown Twp,21809,0,999,999
85,4185,45.66039708,-69.81324696,1,1,0,1998359.773,0.90955342,0.577162239,0.008762012,0,178.6812991,0,0,0,5070725.07,0,0,0,0,0,4180,3,4,197871080,0,0.552437341,0.276218671,0.041432801,3,1463,17748322,31.97549605,999,0,214.4175589,3113740.621,1854.241175,999,0,0,999,0,0,NaN,999,0,999,999,10,3,100,100,0,20.78407243,0,0,0,7352314.208,0,0,0,2873852.596,0,0,0,0,0,0,0,0,0,1030001,10300010404,Taunton & Raynham Academy Grant,25803,0,999,999
86,4186,45.8719208,-69.99907626,1,1,0,105564.1209,0.43852459,0.12704918,0,0,99.02570802,693587.9487,0,0,770376.8512,0,0,0,0,0,0,1,1,30714086.4,0,0.085750824,0.042875412,0.006431312,2,5096,19364800,7.785743484,999,0,118.8308496,2018880,469.9452654,999,30.4777637,4765311.277,999,1,0,NaN,999,0,999,999,10,2,69.37,69.37,0,5.060733264,0,0,0,1188031.887,759834.092,0,1090603.877,0,0,0,0,0,0,0,0,0,3038469.856,1020001,10200010207,Pittston Academy Grant,25841,0,999,999
87,4187,45.65142819,-70.24514602,1,1,0,0,0,0,0,0,40.64872348,0,0,0,124335.6383,0,0,0,0,0,0,12,53,39255.92341,0,0.000109599,5.48E-05,8.22E-06,1,522,1983600,0.057,999,0,48.77846817,1094813.782,59.25739065,999,26.08360198,4832158.854,999,3,0,NaN,999,0,999,999,10,1,38.92,38.92,0,0.03705,0,0,0,135606.336,0,0,0,136045.6078,0,0,0,0,0,0,0,0,0,1030001,10300010304,Moose River,25190,0,999,999
88,4188,45.86635169,-68.52315745,1,1,0,0,0,0,0,0,45.00543798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,64600,0,999,0,54.00652558,669445.6271,75.08881833,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020002,10200020504,Stacyville,19570,0,999,999
89,4189,45.99369909,-68.44609867,1,1,0,0,0,0,0,0,41.34226564,0,0,0,58382.68823,0,0,0,0,0,0,26,304,0,0,0,0,0,3,13,49400,0,999,0,49.61071876,605951.989,61.63528534,999,0,0,999,0,0,NaN,999,0,999,999,10,3,0,0,0,0,0,0,0,59369.16179,0,0,0,0,0,0,0,0,0,0,0,0,59369.16179,1020003,10200030107,Patten,19520,0,999,999
90,4190,45.88144746,-69.17626004,1,1,0,3041724.54,0.925675676,0.63879043,0.044638901,0,239.5739209,4370003.106,0,0,8344293.486,0,0,0,0,0,37530,43,50,1718691000,0,4.798422721,2.39921136,0.359881704,3,7470,29880000,112.775,999,0,287.4887051,8167900,3667.357847,999,27.14478339,4765311.277,999,0,0,NaN,999,0,999,999,10,3,100,100,0,101.4975,0,0,0,14445650.38,5848254.429,0,9949796.421,0,0,0,0,0,0,0,0,0,30243701.23,1020001,10200010509,T3 R11 WELS,21842,0,999,999
91,4191,45.98395239,-70.16971255,1,1,0,0,0,0,0,0,31.47534406,0,0,0,0,0.460281968,0.083555996,0.083555996,0.083555996,0.083555996,0,0,0,3211576,0,0.008966416,0.004483208,0.000672481,2,115,437000,1.099328713,999,0,37.77041287,606760,32.6907779,999,0,0,999,0,0,NaN,999,0,999,999,10,2,70,70,0.083555996,0.714563663,0,0,0,34944.68482,0,0,34944.68482,0,0,0.260154487,0.610596753,0.260154487,0.260154487,0.260154487,0.260154487,0.318561531,69889.36964,1020001,10200010104,Dole Brook Twp,25820,0,999,999
92,4192,46.01991528,-69.06958852,1,1,0,0,0,0,0,0,33.02399314,633.9073565,0,0,3169.536782,0,0,0,0,0,0,1,1,6959193.6,0,0.01942941,0.009714705,0.001457206,1,173,657400,2.671388219,999,0,39.62879177,1074640,36.55398996,999,0,0,999,0,0,NaN,999,0,999,999,10,1,40,40,0,2.404249397,0,0,0,40070.12457,3169.536782,0,40070.12457,0,0,0,0,0,0,0,0,0,83309.78592,1020001,10200010602,T4 R10 WELS,21847,0,999,999
93,4193,46.00194052,-68.47507439,1,1,0,0,0,0,0,0,25.14156669,0,0,0,39998.14605,0,0,0,0,0,0,3,21,0,0,0,0,0,1,59,224200,0,999,0,30.16988003,510200,19.38649632,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,39998.14605,0,0,0,0,0,0,0,0,0,0,0,0,39998.14605,1020003,10200030107,Patten,19520,0,999,999
94,4194,46.01068834,-68.26157903,1,1,0,0,0,0,0,0,42.39335495,97837.20494,0,0,72457.89122,0,0,0,0,0,0,61,244,0,0,0,0,0,0,13,49400,2.619,999,0,50.87202594,612042.4827,65.34109689,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,2.14758,0,0,0,72457.89122,109907.7036,0,186081.0834,186081.0834,0,0,0,0,0,0,0,0,554527.7616,1020003,10200030110,Island Falls,3310,0,999,999
95,4196,46.15797845,-68.66326018,1,1,0,0,0,0,0,0,61.13966769,69942.3088,0,0,234980.4991,0,0,0,0,0,0,3,3,550649.2766,0.826,0.001537361,0.00076868,0.000115302,1,346,1314800,0.826,999,0,73.36760123,408160,153.1132125,999,0,0,999,0,0,NaN,999,0,999,999,10,1,40,40,0,0.5369,826000,0,0,331911.701,185725.1172,0,332589.0253,332589.0253,0,0,0,0,0,0,0,0,1182814.869,1020002,10200020405,T6 R7 WELS,19830,0,999,999
96,4198,46.14701785,-69.12736741,1,1,0,0,0,0,0,0,113.4144329,0,0,0,864697.0994,0,0,0,0,0,0,1,1,82210656,0,0.229524376,0.114762188,0.017214328,2,2649,10066200,17.97917444,999,0,136.0973195,795220,644.2751692,999,0,0,999,0,0,NaN,999,0,999,999,10,2,70,70,0,16.18125699,0,0,0,1916285.616,0,0,0,1265212.404,0,0,0,0,0,0,0,0,3181498.021,1020002,10200020106,T6 R11 WELS,21860,0,999,999
97,4200,46.14100337,-68.79042474,1,1,0,440681.136,0.981850117,0.586651054,0,0,152.0615615,0,0,0,2202629.944,0,0,0,0,0,0,0,0,64459002.4,0,0.179963438,0.089981719,0.013497258,2,12974,49301200,13.23623286,999,0,182.4738738,1429420,1274.19762,999,25.7195831,4765311.277,999,0,0,NaN,999,0,999,999,10,2,70,70,0,8.603551361,0,0,246337.6863,4442770.238,0,0,0,2941926.121,0,0,0,0,0,0,0,0,7631034.044,1020002,10200020302,T6 R8 WELS,19831,0,999,999
98,4202,46.14665905,-69.35069007,1,1,0,0,0,0,0,0,43.93624738,19598.29866,0,0,53815.15936,0,0,0,0,0,0,0,0,7060996.8,0,0.019713635,0.009856818,0.001478523,1,223,847400,3.196971319,999,0,52.72349686,3505620,71.00541587,999,0,0,999,0,0,NaN,999,0,999,999,10,1,40,40,0,2.877274187,0,0,0,120085.5263,48553.73664,0,120085.5263,0,0,0,0,0,0,0,0,0,288724.7892,1020001,10200010509,T6 R13 WELS,21862,0,999,999
99,4203,46.1308711,-69.60071801,1,1,0,0,0,0,0,0,61.32828727,0,0,0,204205.2698,0.460281968,0.083555996,0.083555996,0.083555996,0.083555996,0,0,0,8685580.8,0,0.02424932,0.01212466,0.001818699,1,614,2333200,3.020411159,999,0,73.59394472,801980,154.2139793,999,33.34113187,4766817.221,999,3,0,NaN,999,0,999,999,10,1,38.92,38.92,0.083555996,2.718370043,0,0,0,341239.1205,0,0,0,0,0,0.260154487,0.610596753,0.260154487,0.260154487,0.260154487,0.260154487,0.318561531,341239.1205,1020001,10200010404,T6 R14 WELS,21863,0,999,999
100,4255,43.56536276,-70.3779501,1,1,0,0,0,0,0,0,2.995137367,0,0,0,0,0,0,0,0,0,0,2,250,0,0,0,0,0,0,0,0,0,999,0,3.594164841,82557.50095,0.137631829,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010505,Scarborough,5200,0,999,999
101,4256,43.54456957,-70.39187141,1,1,0,0,0,0,0,0,0.795046819,0,0,0,0,0,0,0,0,0,0,9,241,0,0,0,0,0,0,1,3800,0,999,0,0.954056182,212796.6546,0.006296919,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010504,Old Orchard Beach,31200,0,999,999
102,4257,43.99386679,-70.7082824,1,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,11,94,0,0,0,0,0,2,0,0,0.164,999,0,0.413307401,135602.7795,0,999,32.79464043,4770410.959,999,0,0,NaN,999,0,999,999,10,2,0,0,0,0.1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010108,Bridgton,5020,0,999,999
103,4258,44.07613438,-69.67337932,1,1,0,0,0,0,0,0,12.89901096,0,4757.234381,4757.234381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,15.47881315,175259.2167,4.106409834,999,0,0,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0,0,0,4757.234381,0,0,4757.234381,7669.7079,7669.7079,0,0,0,0,0,0,0,0,0,1050003,10500030406,Wiscasset,15190,0,999,999
104,4259,44.32569597,-70.82081215,1,1,0,0,0,0,0,0,15.29410507,836.004032,0,0,5293.31056,0,0,0,0,0,0,0,0,223520,0,0.000624047,0.000312023,4.68E-05,1,104,395200,0.103582285,999,0,18.35292609,764224.5584,6.102110954,999,28.74504619,4787874.227,999,100,0,NaN,999,0,999,999,10,1,4,4,0,0.093224057,0,0,0,7632.419769,4180.02016,0,7632.419769,7632.419769,0,0,0,0,0,0,0,0,0,1060001,10600010101,Albany Twp,17802,0,999,999
105,4260,43.6996788,-70.53301419,1,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,6,236,0,0,0,0,0,0,0,0,0.006,999,0,0.413307401,29226.96625,0,999,45.99688573,4765873.568,999,0,0,NaN,999,0,999,999,10,1,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010302,Buxton,31060,0,999,999
106,4277,43.83080356,-70.32539427,1,1,0,0,0,0,0,0,17.56646565,909.2663248,0,0,8544.951272,0,0,0,0,0,0,209,537,0,0.778972636,0,0,0,0,1,3800,0.85,999,0,21.07975878,241570.7145,8.42146841,999,40.47732214,4765778.985,999,100,0,NaN,999,0,999,999,10,1,0,0,0,0.765,778972.6356,0,4157.957914,13194.64744,4546.331624,0,13194.64744,13194.64744,0,0,0,0,0,0,0,0,0,1060001,10600010305,Gray,5100,0,999,999
107,4278,43.8125029,-70.4190151,1,1,0,0,0,0,0,0,48.98909786,59831.94156,0,0,103704.224,0,0,0,0,0,0,30,338,0,0,0,0,0,0,29,110200,0.009,999,0,58.78691743,791948.8902,91.4611758,999,27.12286198,4765546.105,999,13,0,NaN,999,0,999,999,10,1,0,0,0,0.0081,0,0,0,279560.9673,121056.659,0,326713.058,326428.5091,0,0,0,0,0,0,0,0,0,1060001,10600010301,Windham,5250,0,999,999
108,4279,44.26900466,-70.86008072,1,1,0,0,0,0,0,0,17.27385817,1772.966496,0,0,9155.088888,0,0,0,0,0,0,1,20,596392,0,0.00166507,0.000832535,0.00012488,1,36,136800,0.218774772,999,0,20.72862981,431928.105,8.098836132,999,0,0,999,0,0,NaN,999,0,999,999,10,1,40,40,0,0.196897295,0,0,0,12623.9845,8864.83248,0,12623.9845,12623.9845,0,0,0,0,0,0,0,0,0,1060001,10600010101,Stoneham,17280,0,999,999
